hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg,tissue_areal_density_mg_per_cm2
HP48-29,HP48-20231205,PET723-30050,B5,B5-EXP 55,0.004015857,,0.020079285,,0.007989294,,7.925,15.76628655
HP48-30,HP48-20231205,PET723-30050,B18-D11,B18-D11-EXP 50,0.021671246,,0.108356228,,0.043113573,,6.355,12.64287079
HP48-31,HP48-20231205,PET723-30050,B6,B6-EXP 55,0.000708727,,0.003543633,,0.001409967,,5.075,10.0963917
HP48-32,HP48-20231205,PET723-30050,B19-D11,B19-D11-EXP 50,0.039222473,,0.196112363,,0.07803063,,8.3,16.51232535
HP48-33,HP48-20231205,PET723-30050,C17-D11,C17-D11-EXP 50,0.001177454,,0.005887269,,0.00234247,,2.64,5.252113122
HP48-34,HP48-20231205,PET723-30050,C18-D11,C18-D11-EXP 50,0.003182564,,0.015912821,,0.00633151,,4.67,9.290669803
HP48-35,HP48-20231205,PET723-30050,C19-D11,C19-D11-EXP 50,0.000734767,,0.003673835,,0.001461772,,4.495,8.942518365
HP48-36,HP48-20231205,,S5,S5-231206,,,0.050259115,,,,,
HP48-37,HP48-20231205,,S4,S4-231206,,,0.041394491,,,,,
HP48-38,HP48-20231205,,S3,S3-231206,,,0.033054565,,,,,
HP48-39,HP48-20231205,,S2,S2-231206,,,0.022615849,,,,,
HP48-40,HP48-20231205,,S1,S1-231206,,,0.011100123,,,,,
HP48-41,HP48-20231205,,S0,S0-231206,,,-0.001464998,,,,,
HP48-42,HP48-20231205,,S5,S5-231207,,,0.048657407,,,,,
HP48-43,HP48-20231205,,S4,S4-231207,,,0.041698263,,,,,
HP48-44,HP48-20231205,,S3,S3-231207,,,0.033993497,,,,,
HP48-45,HP48-20231205,,S2,S2-231207,,,0.022201614,,,,,
HP48-46,HP48-20231205,,S1,S1-231207,,,0.011127738,,,,,
HP48-47,HP48-20231205,,S0,S0-231207,,,-0.001520229,,,,,
HP41-1,HP41-20231128,,Gelatin_5,Gelatin_5,,,0.056321514,,,,,
HP41-2,HP41-20231128,,A-D02,EXP 50_A-D02-3,,,0.00557281,,,,,
HP41-3,HP41-20231128,,A-D02,EXP 50_A-D02-4,,,0.006092506,,,,,
HP41-4,HP41-20231128,,Gelatin_2.5,Gelatin_2.5,,,0.026799284,,,,,
HP41-5,HP41-20231128,,A-D02,No_ChT_EXP50__A-D02-3,,,0.005275841,,,,,
HP41-6,HP41-20231128,,A-D02,No_ChT_EXP50__A-D02-4,,,0.005127356,,,,,
HP41-7,HP41-20231128,,Gelatin_0,Gelatin_0,,,-0.000533527,,,,,
HP41-8,HP41-20231128,,A-D01,EXP 50_A-D01-1,,,0.006018264,,,,,
HP41-9,HP41-20231128,,A-D01,No_ChT_EXP50__A-D01-1,,,0.004533418,,,,,
HP41-10,HP41-20231128,,A-D01,EXP 50_A-D01-2,,,0.006315233,,,,,
HP41-11,HP41-20231128,,A-D01,No_ChT_EXP50__A-D01-2,,,0.005127356,,,,,
HP41-12,HP41-20231128,,A-D01,EXP 50_A-D01-3,,,0.004904629,,,,,
HP41-13,HP41-20231128,,A-D01,No_ChT_EXP50__A-D01-3,,,0.004384933,,,,,
HP41-14,HP41-20231128,,A-D01,EXP 50_A-D01-4,,,0.006240991,,,,,
HP41-15,HP41-20231128,,A-D01,No_ChT_EXP50__A-D01-4,,,0.005424325,,,,,
HP41-16,HP41-20231128,,A-D02,EXP 50_A-D02-1,,,0.00653796,,,,,
HP41-17,HP41-20231128,,A-D02,No_ChT_EXP50__A-D02-1,,,0.004978872,,,,,
HP41-18,HP41-20231128,,A-D02,EXP 50_A-D02-2,,,0.006760687,,,,,
HP41-19,HP41-20231128,,A-D02,No_ChT_EXP50__A-D02-2,,,0.005869779,,,,,
HP41-20,HP41-20231128,,A-D03,EXP 50_A-D03-1,,,0.005619928,,,,,
HP41-21,HP41-20231128,,A-D03,No_ChT_EXP50__A-D03-1,,,0.008086538,,,,,
HP41-22,HP41-20231128,,A-D03,EXP 50_A-D03-2,,,0.005711284,,,,,
HP41-23,HP41-20231128,,A-D03,No_ChT_EXP50__A-D03-2,,,0.006442131,,,,,
HP41-24,HP41-20231128,,A-D03,EXP 50_A-D03-3,,,0.006259419,,,,,
HP41-25,HP41-20231128,,A-D03,No_ChT_EXP50__A-D03-3,,,0.006807555,,,,,
HP41-26,HP41-20231128,,A-D03,EXP 50_A-D03-4,,,0.006898911,,,,,
HP41-27,HP41-20231128,,A-D03,No_ChT_EXP50__A-D03-4,,,0.006624843,,,,,
HP41-28,HP41-20231128,,A-D04,EXP 50_A-D04-1,,,0.008086538,,,,,
HP41-29,HP41-20231128,,A-D04,No_ChT_EXP50__A-D04-1,,,0.009182808,,,,,
HP41-30,HP41-20231128,,A-D04,EXP 50_A-D04-2,,,0.007538402,,,,,
HP41-31,HP41-20231128,,A-D04,No_ChT_EXP50__A-D04-2,,,0.006807555,,,,,
HP41-32,HP41-20231128,,A-D04,EXP 50_A-D04-3,,,0.008543317,,,,,
HP41-33,HP41-20231128,,A-D04,No_ChT_EXP50__A-D04-3,,,0.005528572,,,,,
HP41-34,HP41-20231128,,A-D04,EXP 50_A-D04-4,,,0.009000097,,,,,
HP41-35,HP41-20231128,,A-D04,No_ChT_EXP50__A-D04-4,,,0.006259419,,,,,
HP41-36,HP41-20231128,,A-D05,EXP 50_A-D05-1,,,0.004980437,,,,,
HP41-37,HP41-20231128,,A-D05,No_ChT_EXP50__A-D05-1,,,0.006259419,,,,,
HP41-38,HP41-20231128,,A-D05,EXP 50_A-D05-2,,,0.006807555,,,,,
HP41-39,HP41-20231128,,A-D05,No_ChT_EXP50__A-D05-2,,,0.005163148,,,,,
HP41-40,HP41-20231128,,A-D05,EXP 50_A-D05-3,,,0.009182808,,,,,
HP41-41,HP41-20231128,,A-D05,No_ChT_EXP50__A-D05-3,,,0.004797725,,,,,
HP41-42,HP41-20231128,,A-D05,EXP 50_A-D05-4,,,0.010279079,,,,,
HP41-43,HP41-20231128,,A-D05,No_ChT_EXP50__A-D05-4,,,0.005711284,,,,,
HP41-44,HP41-20231128,,A-D06,EXP 50_A-D06-1,,,0.012200143,,,,,
HP41-45,HP41-20231128,,A-D06,No_ChT_EXP50__A-D06-1,,,0.011877371,,,,,
HP41-46,HP41-20231128,,A-D06,EXP 50_A-D06-2,,,0.014136778,,,,,
HP41-47,HP41-20231128,,A-D06,No_ChT_EXP50__A-D06-2,,,0.005583308,,,,,
HP41-48,HP41-20231128,,A-D06,EXP 50_A-D06-3,,,0.013087767,,,,,
HP41-49,HP41-20231128,,A-D06,No_ChT_EXP50__A-D06-3,,,0.005099149,,,,,
HP41-50,HP41-20231128,,A-D06,EXP 50_A-D06-4,,,0.013733312,,,,,
HP41-51,HP41-20231128,,A-D06,No_ChT_EXP50__A-D06-4,,,0.005421922,,,,,
HP41-52,HP41-20231128,,A-D07,EXP 50_A-D07-1,,,0.011958064,,,,,
HP41-53,HP41-20231128,,A-D07,No_ChT_EXP50__A-D07-1,,,0.009012765,,,,,
HP41-54,HP41-20231128,,A-D07,EXP 50_A-D07-2,,,0.013571926,,,,,
HP41-55,HP41-20231128,,A-D07,No_ChT_EXP50__A-D07-2,,,0.005583308,,,,,
HP41-56,HP41-20231128,,A-D07,EXP 50_A-D07-3,,,-0.000791448,,,,,
HP41-57,HP41-20231128,,A-D07,No_ChT_EXP50__A-D07-3,,,0.004776377,,,,,
HP41-58,HP41-20231128,,A-D07,EXP 50_A-D07-4,,,-0.001275607,,,,,
HP41-59,HP41-20231128,,A-D07,No_ChT_EXP50__A-D07-4,,,0.004937763,,,,,
HP41-60,HP41-20231128,,A-D08,EXP 50_A-D08-1,,,-0.000387983,,,,,
HP41-61,HP41-20231128,,A-D08,EXP 50_A-D08-2,,,-0.001436993,,,,,
HP41-62,HP41-20231128,,A-D08,EXP 50_A-D08-3,,,-0.001194914,,,,,
HP41-63,HP41-20231128,,A-D08,EXP 50_A-D08-4,,,-0.001436993,,,,,
HP41-64,HP41-20231128,,A-D09,EXP 50_A-D09-1,,,0.013003861,,,,,
HP41-65,HP41-20231128,,A-D09,No_ChT_EXP50__A-D09-1,,,0.011214735,,,,,
HP41-66,HP41-20231128,,A-D09,EXP 50_A-D09-2,,,0.014971899,,,,,
HP41-67,HP41-20231128,,A-D09,No_ChT_EXP50__A-D09-2,,,0.008352135,,,,,
HP41-68,HP41-20231128,,A-D09,EXP 50_A-D09-3,,,0.016492656,,,,,
HP41-69,HP41-20231128,,A-D09,No_ChT_EXP50__A-D09-3,,,0.007815397,,,,,
HP41-70,HP41-20231128,,A-D09,EXP 50_A-D09-4,,,0.02168112,,,,,
HP41-71,HP41-20231128,,A-D09,No_ChT_EXP50__A-D09-4,,,0.009246697,,,,,
HP41-72,HP41-20231128,,A-D10,EXP 50_A-D10-1,,,0.014166792,,,,,
HP41-73,HP41-20231128,,A-D10,No_ChT_EXP50__A-D10-1,,,0.011214735,,,,,
HP41-74,HP41-20231128,,A-D10,EXP 50_A-D10-2,,,0.015508637,,,,,
HP41-75,HP41-20231128,,A-D10,No_ChT_EXP50__A-D10-2,,,0.005489534,,,,,
HP41-76,HP41-20231128,,A-D10,EXP 50_A-D10-3,,,0.016313743,,,,,
HP41-77,HP41-20231128,,A-D10,No_ChT_EXP50__A-D10-3,,,0.004594971,,,,,
HP41-78,HP41-20231128,,A-D10,EXP 50_A-D10-4,,,0.018818519,,,,,
HP41-79,HP41-20231128,,A-D10,No_ChT_EXP50__A-D10-4,,,0.004952796,,,,,
HP41-80,HP41-20231128,,A-D11,EXP 50_A-D11-1,,,0.010588541,,,,,
HP41-81,HP41-20231128,,A-D11,No_ChT_EXP50__A-D11-1,,,0.014077336,,,,,
HP41-82,HP41-20231128,,A-D11,EXP 50_A-D11-2,,,0.011393648,,,,,
HP41-83,HP41-20231128,,A-D11,No_ChT_EXP50__A-D11-2,,,0.007457572,,,,,
HP41-84,HP41-20231128,,A-D11,EXP 50_A-D11-3,,,0.011751473,,,,,
HP41-85,HP41-20231128,,A-D11,No_ChT_EXP50__A-D11-3,,,0.006384097,,,,,
HP41-86,HP41-20231128,,A-D11,EXP 50_A-D11-4,,,0.012109298,,,,,
HP41-87,HP41-20231128,,A-D11,No_ChT_EXP50__A-D11-4,,,0.006741922,,,,,
HP53-1,HP53-20231205,,Gelatin_5,Gelatin_5,,,0.053380427,,,,,
HP53-2,HP53-20231205,,A-D02,EXP 50-A-D02-3,,,0.001237687,,,,,
HP53-3,HP53-20231205,,A-D02,EXP 50-A-D02-4,,,0.001222883,,,,,
HP53-4,HP53-20231205,,Gelatin_2.5,Gelatin_2.5,,,0.025891152,,,,,
HP53-5,HP53-20231205,,Gelatin_0,Gelatin_0,,,-0.000251236,,,,,
HP53-6,HP53-20231205,,A-D01,EXP 50-A-D01-1,,,0.002044514,,,,,
HP53-7,HP53-20231205,,A-D01,No_ChT_EXP50_-A-D01-1,,,0.000156984,,,,,
HP53-8,HP53-20231205,,A-D01,EXP 50-A-D01-2,,,0.00263668,,,,,
HP53-9,HP53-20231205,,A-D01,No_ChT_EXP50_-A-D01-2,,,0.000156984,,,,,
HP53-10,HP53-20231205,,A-D01,EXP 50-A-D01-3,,,0.002784721,,,,,
HP53-11,HP53-20231205,,A-D01,No_ChT_EXP50_-A-D01-3,,,0.000601109,,,,,
HP53-12,HP53-20231205,,A-D01,EXP 50-A-D01-4,,,0.002451628,,,,,
HP53-13,HP53-20231205,,A-D01,No_ChT_EXP50_-A-D01-4,,,8.94E-06,,,,,
HP53-14,HP53-20231205,,A-D02,EXP 50-A-D02-1,,,0.002784721,,,,,
HP53-15,HP53-20231205,,A-D02,No_ChT_EXP50_-A-D02-1,,,0.000453067,,,,,
HP53-16,HP53-20231205,,A-D02,EXP 50-A-D02-2,,,0.002895752,,,,,
HP53-17,HP53-20231205,,A-D02,No_ChT_EXP50_-A-D02-2,,,0.000897192,,,,,
HP53-18,HP53-20231205,,A-D03,EXP 50-A-D03-1,,,0.002667126,,,,,
HP53-19,HP53-20231205,,A-D03,No_ChT_EXP50_-A-D03-1,,,0.000591602,,,,,
HP53-20,HP53-20231205,,A-D03,EXP 50-A-D03-2,,,0.002826782,,,,,
HP53-21,HP53-20231205,,A-D03,No_ChT_EXP50_-A-D03-2,,,0.000192462,,,,,
HP53-22,HP53-20231205,,A-D03,EXP 50-A-D03-3,,,0.003585147,,,,,
HP53-23,HP53-20231205,,A-D03,No_ChT_EXP50_-A-D03-3,,,0.000511774,,,,,
HP53-24,HP53-20231205,,A-D03,EXP 50-A-D03-4,,,0.003625061,,,,,
HP53-25,HP53-20231205,,A-D03,No_ChT_EXP50_-A-D03-4,,,0.000352118,,,,,
HP53-26,HP53-20231205,,A-D04,EXP 50-A-D04-1,,,0.003066266,,,,,
HP53-27,HP53-20231205,,A-D04,No_ChT_EXP50_-A-D04-1,,,0.000751257,,,,,
HP53-28,HP53-20231205,,A-D04,EXP 50-A-D04-2,,,0.003944373,,,,,
HP53-29,HP53-20231205,,A-D04,No_ChT_EXP50_-A-D04-2,,,0.000352118,,,,,
HP53-30,HP53-20231205,,A-D04,EXP 50-A-D04-3,,,0.005580844,,,,,
HP53-31,HP53-20231205,,A-D04,No_ChT_EXP50_-A-D04-3,,,0.000112634,,,,,
HP53-32,HP53-20231205,,A-D04,EXP 50-A-D04-4,,,0.005820328,,,,,
HP53-33,HP53-20231205,,A-D04,No_ChT_EXP50_-A-D04-4,,,0.000511774,,,,,
HP53-34,HP53-20231205,,A-D05,EXP 50-A-D05-1,,,0.002866696,,,,,
HP53-35,HP53-20231205,,A-D05,No_ChT_EXP50_-A-D05-1,,,0.000591602,,,,,
HP53-36,HP53-20231205,,A-D05,EXP 50-A-D05-2,,,0.004822479,,,,,
HP53-37,HP53-20231205,,A-D05,No_ChT_EXP50_-A-D05-2,,,0.000112634,,,,,
HP53-38,HP53-20231205,,A-D05,EXP 50-A-D05-3,,,0.007855939,,,,,
HP53-39,HP53-20231205,,A-D05,No_ChT_EXP50_-A-D05-3,,,-4.70E-05,,,,,
HP53-40,HP53-20231205,,A-D05,EXP 50-A-D05-4,,,0.007975681,,,,,
HP53-41,HP53-20231205,,A-D05,No_ChT_EXP50_-A-D05-4,,,0.000352118,,,,,
HP53-42,HP53-20231205,,A-D06,EXP 50-A-D06-1,,,0.003325708,,,,,
HP53-43,HP53-20231205,,A-D06,No_ChT_EXP50_-A-D06-1,,,4.35E-05,,,,,
HP53-44,HP53-20231205,,A-D06,EXP 50-A-D06-2,,,0.005295026,,,,,
HP53-45,HP53-20231205,,A-D06,No_ChT_EXP50_-A-D06-2,,,-0.000883227,,,,,
HP53-46,HP53-20231205,,A-D06,EXP 50-A-D06-3,,,0.008306925,,,,,
HP53-47,HP53-20231205,,A-D06,No_ChT_EXP50_-A-D06-3,,,-0.000960455,,,,,
HP53-48,HP53-20231205,,A-D06,EXP 50-A-D06-4,,,0.012902,,,,,
HP53-49,HP53-20231205,,A-D06,No_ChT_EXP50_-A-D06-4,,,-0.000419858,,,,,
HP53-50,HP53-20231205,,A-D07,EXP 50-A-D07-1,,,0.004059376,,,,,
HP53-51,HP53-20231205,,A-D07,No_ChT_EXP50_-A-D07-1,,,0.001124706,,,,,
HP53-52,HP53-20231205,,A-D07,EXP 50-A-D07-2,,,0.007727713,,,,,
HP53-53,HP53-20231205,,A-D07,No_ChT_EXP50_-A-D07-2,,,-0.000651542,,,,,
HP53-54,HP53-20231205,,A-D07,EXP 50-A-D07-3,,,0.010044558,,,,,
HP53-55,HP53-20231205,,A-D07,No_ChT_EXP50_-A-D07-3,,,-0.000497086,,,,,
HP53-56,HP53-20231205,,A-D07,EXP 50-A-D07-4,,,0.01100991,,,,,
HP53-57,HP53-20231205,,A-D07,No_ChT_EXP50_-A-D07-4,,,-0.000651542,,,,,
HP53-58,HP53-20231205,,A-D08,EXP 50-A-D08-1,,,0.001935601,,,,,
HP53-59,HP53-20231205,,A-D08,No_ChT_EXP50_-A-D08-1,,,-3.37E-05,,,,,
HP53-60,HP53-20231205,,A-D08,EXP 50-A-D08-2,,,0.006337606,,,,,
HP53-61,HP53-20231205,,A-D08,No_ChT_EXP50_-A-D08-2,,,-0.000574314,,,,,
HP53-62,HP53-20231205,,A-D08,EXP 50-A-D08-3,,,0.007689099,,,,,
HP53-63,HP53-20231205,,A-D08,No_ChT_EXP50_-A-D08-3,,,-0.000651542,,,,,
HP53-64,HP53-20231205,,A-D08,EXP 50-A-D08-4,,,0.008036626,,,,,
HP53-65,HP53-20231205,,A-D08,No_ChT_EXP50_-A-D08-4,,,-0.000497086,,,,,
HP53-66,HP53-20231205,,A-D09,EXP 50-A-D09-1,,,0.004414167,,,,,
HP53-67,HP53-20231205,,A-D09,No_ChT_EXP50_-A-D09-1,,,0.001352835,,,,,
HP53-68,HP53-20231205,,A-D09,EXP 50-A-D09-2,,,0.008139402,,,,,
HP53-69,HP53-20231205,,A-D09,No_ChT_EXP50_-A-D09-2,,,-0.000417574,,,,,
HP53-70,HP53-20231205,,A-D09,EXP 50-A-D09-3,,,0.007954985,,,,,
HP53-71,HP53-20231205,,A-D09,No_ChT_EXP50_-A-D09-3,,,-0.000638875,,,,,
HP53-72,HP53-20231205,,A-D09,EXP 50-A-D09-4,,,0.007143547,,,,,
HP53-73,HP53-20231205,,A-D09,No_ChT_EXP50_-A-D09-4,,,-0.000712642,,,,,
HP53-74,HP53-20231205,,A-D10,EXP 50-A-D10-1,,,0.004598585,,,,,
HP53-75,HP53-20231205,,A-D10,No_ChT_EXP50_-A-D10-1,,,0.000762699,,,,,
HP53-76,HP53-20231205,,A-D10,EXP 50-A-D10-2,,,0.008840189,,,,,
HP53-77,HP53-20231205,,A-D10,No_ChT_EXP50_-A-D10-2,,,0.000393864,,,,,
HP53-78,HP53-20231205,,A-D10,EXP 50-A-D10-3,,,0.008102519,,,,,
HP53-79,HP53-20231205,,A-D10,No_ChT_EXP50_-A-D10-3,,,-0.000196273,,,,,
HP53-80,HP53-20231205,,A-D10,EXP 50-A-D10-4,,,0.009393442,,,,,
HP53-81,HP53-20231205,,A-D10,No_ChT_EXP50_-A-D10-4,,,-0.000196273,,,,,
HP53-82,HP53-20231205,,A-D11,EXP 50-A-D11-1,,,0.004119099,,,,,
HP53-83,HP53-20231205,,A-D11,No_ChT_EXP50_-A-D11-1,,,0.000762699,,,,,
HP53-84,HP53-20231205,,A-D11,EXP 50-A-D11-2,,,0.009282791,,,,,
HP53-85,HP53-20231205,,A-D11,No_ChT_EXP50_-A-D11-2,,,-0.000122506,,,,,
HP53-86,HP53-20231205,,A-D11,EXP 50-A-D11-3,,,0.008729539,,,,,
HP53-87,HP53-20231205,,A-D11,No_ChT_EXP50_-A-D11-3,,,2.50E-05,,,,,
HP53-88,HP53-20231205,,A-D11,EXP 50-A-D11-4,,,0.009540976,,,,,
HP53-89,HP53-20231205,,A-D11,No_ChT_EXP50_-A-D11-4,,,-0.00027004,,,,,
HP54-1,HP54-20231211,PET723-30050,C1-D04,C1-D04-EXP 50,-0.00101067,,-0.005053348,,-0.002010663,,3.51,6.982923128
HP54-2,HP54-20231211,PET723-30050,C3-D04,C3-D04-EXP 50,-0.00119016,,-0.0059508,,-0.002367748,,3.155,6.276673068
HP54-3,HP54-20231211,PET723-30050,C5-D04,C5-D04-EXP 50,-0.00119016,,-0.0059508,,-0.002367748,,2.78,5.530634272
HP54-4,HP54-20231211,PET723-30050,A9-D07,A9-D07-EXP 50,0.009143368,,0.045716841,,0.018190153,,9.31,18.5216565
HP54-5,HP54-20231211,PET723-30050,A11-D07,A11-D07-EXP 50,0.010553651,,0.052768256,,0.020995822,,8.435,16.78089931
HP54-6,HP54-20231211,PET723-30050,A13-D07,A13-D07-EXP 50,0.004707387,,0.023536935,,0.009365049,,7.085,14.09515965
HP54-7,HP54-20231211,PET723-30050,A1-D04,A1-D04-EXP 50,-0.000754254,,-0.003771272,,-0.001500542,,4.76,9.469719114
HP54-8,HP54-20231211,PET723-30050,B9-D07,B9-D07-EXP 50,0.013066519,,0.065332595,,0.025995014,,7.79,15.49771258
HP54-9,HP54-20231211,PET723-30050,A3-D04,A3-D04-EXP 50,1.50E-05,,7.50E-05,,2.98E-05,,6.25,12.43397993
HP54-10,HP54-20231211,PET723-30050,B11-D07,B11-D07-EXP 50,0.015066557,,0.075332784,,0.029973962,,7.745,15.40818793
HP54-11,HP54-20231211,PET723-30050,A5-D04,A5-D04-EXP 50,-8.76E-05,,-0.000437876,,-0.000174225,,7.38,14.6820435
HP54-12,HP54-20231211,PET723-30050,B13-D07,B13-D07-EXP 50,0.014502444,,0.072512218,,0.028851695,,8.085,16.08459644
HP54-13,HP54-20231211,PET723-30050,B1-D04,B1-D04-EXP 50,0.001912463,,0.009562313,,0.003804723,,4.99,9.927289575
HP54-14,HP54-20231211,PET723-30050,B3-D04,B3-D04-EXP 50,0.003604802,,0.018024011,,0.007171526,,6.015,11.96646228
HP54-15,HP54-20231211,PET723-30050,B5-D04,B5-D04-EXP 50,0.002194519,,0.010972596,,0.004365857,,4.995,9.937236759
HP54-16,HP54-20231211,PET723-30050,C9-D07,C9-D07-EXP 50,0.000392739,,0.001963696,,0.00078133,,5.385,10.71311711
HP54-17,HP54-20231211,PET723-30050,A2 ,A2 -EXP 55,0.003309848,,0.016549241,,0.006584734,,7.93,15.77623373
HP54-18,HP54-20231211,PET723-30050,C11-D07,C11-D07-EXP 50,0.000117107,,0.000585534,,0.000232977,,6.09,12.11567004
HP54-19,HP54-20231211,PET723-30050,A3 ,A3 -EXP 55,0.00252889,,0.01264445,,0.005031067,,6.605,13.14022999
HP54-20,HP54-20231211,PET723-30050,C13-D07,C13-D07-EXP 50,-8.96E-05,,-0.000448087,,-0.000178288,,3.85,7.659331636
HP54-21,HP54-20231211,PET723-30050,A4,A4-EXP 55,0.001908717,,0.009543586,,0.003797272,,7.06,14.04542373
HP54-22,HP54-20231211,PET723-30050,A17-D11,A17-D11-EXP 50,0.012842134,,0.064210669,,0.025548614,,9.725,19.34727277
HP54-23,HP54-20231211,PET723-30050,A6,A6-EXP 55,0.002666706,,0.01333353,,0.005305243,,6.72,13.36901522
HP54-24,HP54-20231211,PET723-30050,A18-D11,A18-D11-EXP 50,0.017091466,,0.08545733,,0.034002391,,9.15,18.20334662
HP54-25,HP54-20231211,PET723-30050,B3,B3-EXP 55,0.004894734,,0.024473671,,0.009737764,,8.965,17.83530081
HP54-26,HP54-20231211,PET723-30050,A21-D11,A21-D11-EXP 50,0.000966973,,0.004834866,,0.001923732,,4.935,9.817870552
HP54-27,HP54-20231211,PET723-30050,B4,B4-EXP 55,0.008546863,,0.042734315,,0.017003444,,8.835,17.57667403
HP54-28,HP54-20231211,PET723-30050,B17-D11,B17-D11-EXP 50,0.015185009,,0.075925044,,0.030209615,,8.145,16.20396264
HP54-29,HP54-20231211,PET723-30050,B5,B5-EXP 55,0.003700327,,0.018501637,,0.007361567,,7.925,15.76628655
HP54-30,HP54-20231211,PET723-30050,B18-D11,B18-D11-EXP 50,0.015001254,,0.07500627,,0.029844047,,6.355,12.64287079
HP54-31,HP54-20231211,PET723-30050,B6,B6-EXP 55,0.000622433,,0.003112164,,0.001238291,,5.075,10.0963917
HP54-32,HP54-20231211,PET723-30050,B19-D11,B19-D11-EXP 50,0.032021552,,0.16010776,,0.063704853,,8.3,16.51232535
HP54-33,HP54-20231211,PET723-30050,C17-D11,C17-D11-EXP 50,0.000186015,,0.000930074,,0.000370065,,2.64,5.252113122
HP54-34,HP54-20231211,PET723-30050,C18-D11,C18-D11-EXP 50,0.000622433,,0.003112164,,0.001238291,,4.67,9.290669803
HP54-35,HP54-20231211,PET723-30050,C19-D11,C19-D11-EXP 50,0.000415709,,0.002078543,,0.000827026,,4.495,8.942518365
HP55-1,HP55-20231215,,CC1-5-11162023-D4,CC1-5-11162023-D4,,,0.002703629,,,,,
HP55-2,HP55-20231215,,CC1-5-11162023_No_Cht-D4,CC1-5-11162023_No_Cht-D4,,,0.000403592,,,,,
HP55-3,HP55-20231215,,CC1-5-11162023-D7,CC1-5-11162023-D7,,,0.005297287,,,,,
HP55-4,HP55-20231215,,CC1-5-11162023_No_Cht-D7,CC1-5-11162023_No_Cht-D7,,,0.001480205,,,,,
HP55-5,HP55-20231215,,CC1-5-11162023-D11,CC1-5-11162023-D11,,,0.007107954,,,,,
HP55-6,HP55-20231215,,CC1-5-11162023_No_Cht-D11,CC1-5-11162023_No_Cht-D11,,,0.001382331,,,,,
HP55-7,HP55-20231215,,CC1-5-11162023-D14,CC1-5-11162023-D14,,,0.006324963,,,,,
HP55-8,HP55-20231215,,CC1-5-11162023_No_Cht-D14,CC1-5-11162023_No_Cht-D14,,,0.001088709,,,,,
HP55-9,HP55-20231215,,CC1-5-11162023-D18,CC1-5-11162023-D18,,,0.005541972,,,,,
HP55-10,HP55-20231215,,CC1-5-11162023_No_Cht-D18,CC1-5-11162023_No_Cht-D18,,,0.000892961,,,,,
HP55-11,HP55-20231215,,CC1-5-11162023-D21,CC1-5-11162023-D21,,,0.005444098,,,,,
HP55-12,HP55-20231215,,CC1-5-11162023_No_Cht-D21,CC1-5-11162023_No_Cht-D21,,,0.001969574,,,,,
HP55-13,HP55-20231215,,CC1-5-11162023-D25,CC1-5-11162023-D25,,,0.007988819,,,,,
HP55-14,HP55-20231215,,CC1-5-11162023_No_Cht-D25,CC1-5-11162023_No_Cht-D25,,,0.001480205,,,,,
HP55-15,HP55-20231215,,CC1-5-11162023-D28,CC1-5-11162023-D28,,,0.007744134,,,,,
HP55-16,HP55-20231215,,CC1-5-11162023_No_Cht-D28,CC1-5-11162023_No_Cht-D28,,,0.001773827,,,,,
HP55-17,HP55-20231215,,CC1-6-11162023-D4,CC1-6-11162023-D4,,,0.00348662,,,,,
HP55-18,HP55-20231215,,CC1-6-11162023_No_Cht-D4,CC1-6-11162023_No_Cht-D4,,,0.001382331,,,,,
HP55-19,HP55-20231215,,CC1-6-11162023-D7,CC1-6-11162023-D7,,,0.006618585,,,,,
HP55-20,HP55-20231215,,CC1-6-11162023_No_Cht-D7,CC1-6-11162023_No_Cht-D7,,,0.001382331,,,,,
HP55-21,HP55-20231215,,CC1-6-11162023-D11,CC1-6-11162023-D11,,,0.007793071,,,,,
HP55-22,HP55-20231215,,CC1-6-11162023_No_Cht-D11,CC1-6-11162023_No_Cht-D11,,,0.002067448,,,,,
HP55-23,HP55-20231215,,CC1-6-11162023-D14,CC1-6-11162023-D14,,,0.0063739,,,,,
HP55-24,HP55-20231215,,CC1-6-11162023_No_Cht-D14,CC1-6-11162023_No_Cht-D14,,,0.0018717,,,,,
HP55-25,HP55-20231215,,CC1-6-11162023-D18,CC1-6-11162023-D18,,,0.006034259,,,,,
HP55-26,HP55-20231215,,CC1-6-11162023_No_Cht-D18,CC1-6-11162023_No_Cht-D18,,,0.00168469,,,,,
HP55-27,HP55-20231215,,CC1-6-11162023-D21,CC1-6-11162023-D21,,,0.007410143,,,,,
HP55-28,HP55-20231215,,CC1-6-11162023_No_Cht-D21,CC1-6-11162023_No_Cht-D21,,,0.001595923,,,,,
HP55-29,HP55-20231215,,CC1-6-11162023-D25,CC1-6-11162023-D25,,,0.009718077,,,,,
HP55-30,HP55-20231215,,CC1-6-11162023_No_Cht-D25,CC1-6-11162023_No_Cht-D25,,,0.00195099,,,,,
HP55-31,HP55-20231215,,CC1-6-11162023-D28,CC1-6-11162023-D28,,,0.009540544,,,,,
HP55-32,HP55-20231215,,CC1-6-11162023_No_Cht-D28,CC1-6-11162023_No_Cht-D28,,,0.00248359,,,,,
